 160.0	15	-0.097807
 160.0	16	0.924122
 160.0	17	1.718926
 160.0	18	0.333197
 160.0	19	-0.104312
 160.0	20	-0.319606

 170.0	1	0.648975
 170.0	2	0.613449
 170.0	3	-1.446504
 170.0	4	-0.170201
 170.0	5	0.417169
 170.0	6	1.326206
 170.0	7	-1.792454
 170.0	8	0.182147
 170.0	9	-2.174266
 170.0	10	0.759336
 170.0	11	-0.690516
 170.0	12	0.287682
 170.0	13	-0.755706
 170.0	14	-1.769549
 170.0	15	-1.538367
 170.0	16	-0.294380
 170.0	17	-0.074897
 170.0	18	-1.133978
 170.0	19	-0.323870
 170.0	20	-1.443043

 180.0	1	0.799168
 180.0	2	1.764755
 180.0	3	-1.755865
 180.0	4	2.021579
 180.0	5	2.087427
 180.0	6	1.257311
 180.0	7	-2.181723
 180.0	8	-0.352602
 180.0	9	-1.933046
 180.0	10	2.441321
 180.0	11	-0.751626
 180.0	12	2.371060
 180.0	13	-0.995893
 180.0	14	-1.083119
 180.0	15	-1.783121
 180.0	16	0.816729
 180.0	17	0.515936
 180.0	18	-1.770131
 180.0	19	-0.430561
 180.0	20	-0.684874

